ticker,rank,score,annualized_slope,r_squared,m1,m2,m3,m4,m5,m6,m7,m8,all_pass,close,sma50,sma150,sma200,dist_from_52w_high_pct,ret_5d,dist_from_10d_high,pullback,day_chg,mt_state,mt_spread_pct,mt_ema_fast,mt_ema_slow
AMGN,258,-0.21,-7.67,0.0274,False,True,True,True,False,False,True,False,False,326.31,347.94,337.64,323.81,-15.9,-1.62,-3.0,False,-2.95,BULL,1.1,342.91,339.17
MAS,259,-0.26,-10.96,0.0241,False,False,True,False,False,False,True,False,False,65.14,65.29,66.18,67.44,-15.9,-9.2,-9.5,False,-4.57,FRESH_BULL,0.47,67.21,66.9
EW,260,-0.28,-6.15,0.0456,False,True,True,False,False,False,True,True,False,81.38,81.56,82.26,81.23,-6.7,1.78,-2.3,False,0.05,FRESH_BULL,0.15,81.56,81.44
PM,261,-0.38,-10.05,0.0375,True,True,True,True,True,True,True,False,False,189.61,166.66,163.46,162.58,-1.2,10.89,-1.2,False,-1.17,BULL,1.6,169.9,167.22
NRG,262,-0.4,-11.95,0.0336,False,True,False,False,False,False,False,False,False,127.81,152.02,158.72,158.14,-30.3,-7.46,-18.8,False,-5.13,FRESH_BEAR,-1.99,150.76,153.82
MTB,263,-0.43,-8.95,0.0476,True,True,True,True,False,False,True,False,False,204.9,210.3,204.74,201.43,-13.3,-3.41,-5.8,False,-0.41,BULL,1.57,211.46,208.19
AES,264,-0.43,-10.21,0.0424,True,True,True,False,True,True,True,False,False,14.47,14.17,14.2,13.85,-15.2,0.98,0.0,False,0.07,BULL,1.21,14.38,14.21
FITB,266,-0.48,-10.97,0.0433,True,True,True,True,False,True,True,False,False,47.35,47.71,46.85,45.9,-13.3,-4.01,-6.9,False,-0.73,BULL,1.98,48.39,47.45
ITW,267,-0.55,-10.73,0.0512,False,True,True,True,False,False,True,False,False,247.68,262.95,259.09,258.41,-16.8,-2.78,-4.9,False,-1.23,BULL,0.06,261.65,261.48
STZ,268,-0.55,-9.12,0.0604,False,False,False,True,False,False,False,False,False,142.35,151.97,146.19,146.7,-25.3,-3.95,-6.5,False,1.24,BULL,0.31,151.15,150.68
BAC,269,-0.57,-10.45,0.055,False,True,True,False,False,False,True,False,False,49.77,50.53,52.04,51.24,-12.6,-3.0,-7.1,False,-0.16,FRESH_BULL,0.15,51.15,51.08
COIN,270,-0.64,-19.59,0.0326,False,False,False,False,True,True,False,True,False,195.43,191.73,230.67,254.42,-53.4,-2.85,-9.8,True,-7.82,BEAR,-8.2,194.55,211.92
TFC,271,-0.74,-12.35,0.0596,False,True,True,True,False,False,True,False,False,46.96,47.44,47.36,46.42,-14.1,-4.38,-6.6,False,-0.36,BULL,1.44,48.28,47.6
CPAY,272,-0.8,-12.87,0.062,True,False,False,True,True,False,True,False,False,328.23,311.36,308.12,308.29,-7.9,-4.58,-4.6,True,-0.29,FRESH_BULL,0.87,318.42,315.67
SYF,273,-0.83,-14.41,0.0573,False,True,True,False,True,False,True,False,False,71.38,70.73,74.14,73.65,-18.7,-2.41,-5.0,True,0.17,BEAR,-0.09,72.52,72.59
NEM,274,-1.1,-15.64,0.0704,True,True,True,True,False,True,True,False,False,109.06,111.74,105.59,98.09,-17.2,-6.39,-9.6,False,-6.25,BULL,4.98,112.78,107.43
ZBH,275,-1.12,-14.24,0.0786,False,False,False,False,False,False,True,False,False,83.7,89.13,91.74,93.86,-21.7,1.66,0.0,False,1.27,BEAR,-2.41,88.55,90.75
PG,276,-1.17,-12.72,0.0921,False,False,False,False,False,False,True,False,False,141.57,145.22,146.83,148.08,-14.7,-3.31,-4.3,False,-0.8,BEAR,-0.88,146.46,147.75
PH,277,-1.21,-12.84,0.0944,False,True,True,True,False,True,True,False,False,862.72,920.98,894.59,856.62,-15.5,-1.83,-4.2,False,-2.01,BULL,1.84,914.65,898.13
UDR,278,-1.22,-11.33,0.1082,True,False,False,False,True,False,True,False,False,36.92,35.27,35.48,35.77,-8.8,0.03,-1.7,False,-1.12,BEAR,-0.17,35.78,35.84
HSY,279,-1.25,-18.01,0.0694,False,True,True,True,False,False,True,False,False,186.98,201.27,195.03,192.07,-20.9,0.56,-4.4,False,-1.75,BULL,0.02,196.8,196.75
LH,280,-1.25,-11.0,0.1138,False,False,True,False,False,False,True,False,False,250.4,264.44,266.04,267.76,-13.5,-1.46,-3.0,False,-1.43,FRESH_BEAR,-0.74,262.09,264.04
LII,281,-1.4,-16.08,0.0872,False,False,False,False,True,False,True,False,False,499.99,492.06,502.69,517.0,-24.2,-4.08,-7.6,True,-2.8,BEAR,-1.13,502.0,507.76
RF,282,-1.42,-14.19,0.0999,False,True,True,True,False,True,True,False,False,26.66,26.95,26.72,26.45,-13.0,-3.51,-5.5,False,-0.52,BULL,1.32,27.26,26.91
PCAR,283,-1.42,-12.89,0.1097,False,True,True,True,False,False,True,False,False,110.32,118.2,113.01,108.91,-14.5,-3.19,-5.0,False,-2.02,BULL,2.05,117.69,115.32
META,284,-1.58,-16.42,0.0961,False,False,False,False,False,False,True,False,False,614.23,621.8,646.08,672.6,-22.1,0.75,-0.7,False,-0.68,BEAR,-1.8,626.0,637.45
TXT,285,-1.7,-13.06,0.1304,False,True,True,True,False,False,True,False,False,88.77,90.65,89.01,87.12,-11.9,-2.46,-4.6,False,-3.03,BULL,1.17,90.94,89.89
KHC,286,-1.74,-12.42,0.1401,False,False,False,False,True,False,True,False,False,22.92,22.61,23.47,24.04,-17.0,-4.34,-4.3,True,-1.67,BEAR,-1.88,22.99,23.43
PYPL,287,-1.76,-23.82,0.074,False,False,False,False,False,False,False,True,False,44.41,46.77,54.02,57.63,-42.9,-2.12,-11.9,False,-1.4,BEAR,-6.88,47.45,50.96
BLK,288,-1.82,-16.45,0.1108,True,False,False,False,True,False,True,False,False,1081.9,1011.47,1057.02,1072.56,-9.1,-0.27,-2.0,False,-2.0,BEAR,-0.22,1041.0,1043.28
DECK,289,-1.82,-18.55,0.098,False,False,False,False,False,False,False,False,False,93.56,102.63,100.94,103.1,-27.4,-6.83,-10.0,False,-1.48,FRESH_BEAR,-1.12,102.78,103.94
TTWO,290,-1.95,-20.95,0.0932,True,False,False,False,True,False,True,True,False,242.44,210.02,228.51,231.59,-7.6,9.98,0.0,False,0.01,BEAR,-1.44,216.42,219.58
PKG,291,-2.0,-14.84,0.1348,True,True,True,True,False,False,True,False,False,212.08,213.73,211.89,210.24,-13.4,-5.57,-6.5,False,-3.64,BULL,0.69,215.58,214.1
NDAQ,292,-2.01,-18.35,0.1098,True,False,False,False,True,False,True,True,False,91.06,87.38,89.3,90.0,-9.5,2.42,-0.3,False,0.14,BEAR,-0.09,88.54,88.62
KMB,293,-2.09,-13.63,0.1532,False,False,False,False,False,False,False,False,False,95.91,98.05,102.16,107.77,-30.4,-2.44,-3.7,False,-0.79,BEAR,-3.28,98.94,102.29
ORLY,294,-2.14,-11.89,0.1804,False,False,False,False,False,False,True,False,False,88.49,92.32,94.86,97.08,-17.9,-4.81,-6.9,False,-1.33,BEAR,-1.15,92.7,93.78
AZO,295,-2.15,-14.56,0.1476,False,False,False,False,False,False,True,False,False,3321.15,3490.03,3625.57,3753.53,-23.7,-5.01,-6.6,False,-1.73,BEAR,-1.98,3504.98,3575.93
CHRW,296,-2.2,-17.75,0.1238,False,True,True,True,False,True,True,False,False,163.59,172.38,166.0,156.0,-18.2,-4.55,-4.6,False,2.38,BULL,3.27,172.41,166.95
RSG,297,-2.26,-13.36,0.1694,False,False,False,False,False,False,True,False,False,208.32,213.63,214.54,218.0,-18.4,4.15,-0.2,False,-0.17,BEAR,-1.58,211.9,215.3
CDW,298,-2.4,-22.15,0.1082,False,False,False,False,False,False,False,False,False,102.07,122.89,133.04,140.35,-45.1,-2.6,-25.4,False,-0.09,BEAR,-5.66,121.85,129.16
SMCI,299,-2.45,-30.41,0.0804,False,False,False,False,True,True,False,False,False,31.04,27.78,33.21,36.65,-48.9,-12.24,-12.2,True,-6.02,BEAR,-6.21,29.41,31.36
EXPE,300,-2.64,-26.96,0.098,False,True,True,False,False,True,False,False,False,217.73,239.24,246.32,237.27,-27.6,-5.33,-13.9,False,0.26,FRESH_BEAR,-0.17,237.43,237.83
APO,301,-2.7,-26.83,0.1007,True,False,False,False,True,True,True,True,False,135.38,117.36,126.86,129.03,-12.2,1.64,-0.1,False,-0.1,BEAR,-1.06,123.89,125.21
VST,302,-2.72,-18.17,0.1496,False,False,False,False,False,False,False,False,False,139.68,156.23,166.99,175.33,-35.7,-5.44,-13.2,False,-1.56,BEAR,-3.73,155.0,161.01
PSKY,303,-2.73,-25.73,0.1063,False,False,False,False,False,False,False,False,False,9.89,10.35,12.47,13.28,-49.4,-10.82,-11.1,False,-2.18,BEAR,-6.33,10.8,11.53
MCK,304,-3.0,-23.31,0.1286,False,True,True,True,False,False,True,False,False,760.57,851.01,850.49,814.08,-23.6,3.33,-5.9,False,1.79,FRESH_BEAR,-0.51,832.53,836.82
PPG,305,-3.07,-22.81,0.1347,False,True,False,False,False,False,True,False,False,102.64,105.98,106.14,106.08,-21.0,-5.75,-7.4,False,-3.1,FRESH_BEAR,-0.09,107.74,107.83
APH,306,-3.07,-22.57,0.1362,False,True,True,False,False,True,True,False,False,125.0,135.94,137.95,132.16,-24.7,-2.37,-11.4,False,-3.24,BULL,1.25,136.15,134.47
DHI,307,-3.16,-20.84,0.1516,False,False,True,False,False,False,False,False,False,135.39,144.24,149.39,153.3,-25.8,-8.29,-9.0,False,-2.85,BEAR,-1.16,146.19,147.9
FOXA,308,-3.17,-26.1,0.1213,True,True,True,False,True,False,True,True,False,64.85,61.39,64.23,62.86,-14.4,3.03,-4.2,False,-0.72,FRESH_BULL,0.01,62.58,62.57
V,309,-3.25,-15.24,0.213,False,False,False,False,True,False,True,False,False,325.75,311.26,325.94,329.81,-12.1,2.4,-0.2,False,1.0,BEAR,-1.34,316.66,320.95
IVZ,310,-3.49,-22.83,0.1531,True,True,True,False,True,True,True,False,False,27.12,24.85,25.25,24.34,-7.1,-1.7,-4.4,True,-2.2,BULL,2.51,25.61,24.99
LMT,311,-3.95,-27.83,0.142,False,True,True,True,False,False,True,False,False,516.01,586.06,547.65,524.56,-23.7,1.88,-1.0,False,-0.85,BULL,0.68,562.24,558.42
LHX,312,-3.95,-21.22,0.1861,False,True,True,True,False,True,True,False,False,303.39,340.15,321.03,310.44,-19.6,1.25,-2.0,False,-1.38,BULL,1.27,327.84,323.73
CPT,313,-4.01,-15.72,0.2547,False,False,False,False,True,False,True,False,False,102.59,101.54,103.39,103.63,-10.7,-1.14,-2.6,True,-1.35,BEAR,-0.68,102.78,103.48
BA,314,-4.18,-24.02,0.1739,True,False,True,False,True,False,True,False,False,220.49,217.93,218.14,219.67,-12.6,-7.11,-8.4,True,-3.8,FRESH_BULL,0.98,222.93,220.76
TEL,315,-4.2,-23.03,0.1825,False,True,True,False,False,True,True,False,False,205.11,212.46,224.14,220.44,-17.4,-0.53,-5.1,False,-0.76,FRESH_BEAR,-0.62,214.59,215.93
FOX,316,-4.36,-27.93,0.1562,True,True,True,False,True,False,True,True,False,57.87,55.29,57.72,56.61,-14.1,2.24,-5.4,False,-1.25,BEAR,-0.16,56.28,56.37
WRB,317,-4.69,-14.89,0.315,False,False,False,False,False,False,True,False,False,66.45,66.63,69.63,70.1,-13.8,1.17,-0.2,False,0.64,BEAR,-1.58,66.96,68.04
SW,318,-5.07,-26.8,0.189,False,False,False,False,False,False,False,False,False,37.48,40.32,40.3,41.13,-27.7,-9.8,-10.5,False,-6.35,BEAR,-1.13,40.53,40.99
HSIC,319,-5.11,-18.65,0.2738,False,True,True,True,False,False,True,False,False,72.72,74.62,74.3,72.61,-12.8,2.68,-2.2,False,0.15,BULL,0.12,74.76,74.67
VMC,320,-5.27,-23.81,0.2211,False,False,True,False,False,False,True,False,False,267.83,280.34,291.74,291.87,-18.8,-5.6,-9.4,False,-2.64,BEAR,-0.84,285.28,287.69
BRK-B,321,-5.41,-13.1,0.4128,False,True,False,False,True,False,True,False,False,482.7,479.16,490.15,489.85,-6.1,1.42,-0.6,False,-0.28,BEAR,-1.0,480.66,485.53
UPS,322,-5.58,-25.0,0.2231,False,True,True,True,False,False,True,False,False,98.93,100.73,100.27,95.89,-16.4,-1.84,-1.8,False,0.52,BULL,1.1,102.79,101.67
MAA,323,-5.66,-17.37,0.326,False,False,False,False,True,False,True,False,False,125.71,125.64,129.24,130.93,-19.4,-2.78,-3.6,True,-1.19,BEAR,-1.48,127.16,129.07
DRI,325,-5.78,-17.5,0.3304,True,False,False,True,False,False,True,False,False,195.89,197.29,192.61,193.72,-10.6,-0.17,-1.6,False,0.66,BULL,0.42,197.81,196.99
CVNA,326,-5.86,-41.14,0.1424,False,True,True,False,False,False,False,False,False,67.17,69.32,74.2,73.96,-29.8,-13.82,-16.0,False,-3.39,BEAR,-0.05,71.93,71.97
PGR,327,-5.9,-14.27,0.4137,False,False,False,False,False,False,False,False,False,199.73,200.86,206.26,212.27,-26.3,2.95,0.0,False,1.45,BEAR,-2.44,200.81,205.82
EMR,328,-5.97,-23.87,0.2501,False,True,False,False,False,False,True,False,False,133.05,137.09,138.35,136.78,-17.4,-5.85,-10.1,False,-3.5,BULL,0.41,138.55,137.99
MSFT,329,-6.01,-27.72,0.2167,False,False,False,False,True,False,True,False,False,421.92,399.06,445.37,461.91,-21.8,1.64,0.0,False,3.05,BEAR,-3.36,410.56,424.82
ICE,330,-6.05,-19.15,0.3157,False,False,False,False,False,False,True,False,False,154.36,158.9,159.08,162.65,-17.3,-0.94,-2.2,False,-0.87,BEAR,-1.18,158.24,160.12
SJM,331,-6.16,-25.42,0.2424,False,False,False,False,True,False,True,False,False,100.54,98.13,101.44,102.81,-13.3,1.3,-0.3,False,0.34,BEAR,-1.65,99.37,101.04
APP,332,-6.16,-40.7,0.1515,False,False,True,False,True,True,False,True,False,501.0,448.06,531.44,531.6,-31.7,6.93,0.0,False,3.26,BEAR,-3.68,462.64,480.33
CMCSA,333,-6.23,-25.7,0.2424,False,False,False,False,False,False,True,False,False,24.76,28.13,27.7,28.15,-24.1,-2.52,-8.5,False,-1.63,FRESH_BEAR,-1.93,27.53,28.07
SYY,334,-6.47,-29.33,0.2205,False,False,False,False,False,False,True,False,False,72.57,76.54,77.38,77.83,-19.8,0.18,-1.0,False,-0.66,FRESH_BEAR,-1.35,76.41,77.46
ZBRA,335,-6.53,-30.16,0.2166,False,False,False,False,True,True,True,False,False,259.35,220.24,244.15,261.5,-24.0,14.74,0.0,False,0.48,BEAR,-3.72,231.42,240.37
UBER,336,-6.58,-24.47,0.2687,False,False,False,False,True,False,True,True,False,75.09,74.22,81.08,84.46,-25.0,-0.48,-5.2,False,0.54,BEAR,-3.44,75.06,77.74
GD,337,-6.59,-17.87,0.3686,False,True,True,False,False,False,True,False,False,334.5,342.51,343.98,337.99,-8.5,-3.47,-4.2,False,-1.8,BULL,0.31,340.78,339.74
CHTR,338,-6.62,-42.33,0.1564,False,False,False,False,False,False,False,False,False,140.33,202.57,212.55,226.11,-67.2,-9.38,-15.1,False,-5.18,BEAR,-9.21,191.68,211.12
ADSK,339,-6.77,-25.63,0.2644,False,False,False,False,False,False,False,True,False,236.62,241.17,267.31,277.45,-27.6,-3.22,-5.7,False,1.18,BEAR,-4.69,242.96,254.92
REGN,340,-6.85,-18.32,0.3741,False,True,True,True,False,True,True,False,False,698.25,742.36,730.16,690.5,-13.9,-2.33,-3.5,False,-2.05,BULL,0.88,733.24,726.87
CAH,341,-6.91,-23.94,0.2884,False,True,True,True,False,True,True,False,False,195.2,206.05,203.19,190.15,-14.9,6.29,-0.9,False,0.42,BULL,1.0,203.24,201.23
EXE,342,-6.93,-23.02,0.3012,False,True,False,False,False,False,True,False,False,96.69,102.0,106.19,104.2,-20.9,0.78,-4.0,False,-0.01,BEAR,-2.29,101.05,103.42
WBD,343,-7.23,-14.19,0.5093,True,True,True,True,False,True,True,False,False,26.98,27.3,26.29,23.44,-10.0,-0.48,-1.0,False,-0.52,BULL,4.46,27.2,26.04
HCA,344,-7.4,-29.61,0.2498,False,True,True,False,False,False,True,False,False,423.0,475.61,479.96,460.3,-22.3,-2.8,-2.8,False,-2.24,FRESH_BEAR,-0.84,463.31,467.25
GE,345,-7.65,-26.48,0.2889,False,True,True,False,False,False,True,False,False,281.53,296.5,304.76,299.03,-18.5,-5.26,-7.9,False,-3.43,FRESH_BEAR,-0.45,295.9,297.23
SWK,346,-7.83,-32.59,0.2404,True,True,True,False,True,False,True,False,False,75.14,73.52,74.52,73.92,-17.4,-7.31,-7.3,True,-2.89,FRESH_BULL,0.6,75.88,75.43
GM,347,-7.91,-22.83,0.3466,False,True,True,True,False,True,True,False,False,74.86,76.07,75.97,71.26,-13.1,-5.0,-5.0,False,-3.72,BULL,2.21,76.72,75.06
DIS,348,-8.03,-24.45,0.3283,False,False,False,False,True,False,True,False,False,102.72,101.08,106.41,108.49,-16.6,-4.91,-5.5,True,-2.56,BEAR,-1.55,103.34,104.97
NOC,349,-8.36,-35.99,0.2323,False,True,True,True,False,False,False,False,False,540.69,649.39,629.14,617.87,-29.6,-1.61,-4.6,False,-1.45,FRESH_BEAR,-1.09,621.83,628.67
RTX,350,-8.36,-26.29,0.318,False,True,True,True,False,True,True,False,False,171.18,190.73,186.26,179.11,-19.3,-2.79,-4.3,False,-2.56,BULL,0.38,185.64,184.93
TSLA,351,-8.42,-29.87,0.282,True,True,True,False,True,True,True,False,False,422.24,386.78,418.78,407.4,-13.8,-1.43,-5.2,True,-4.75,BEAR,-0.4,398.77,400.38
FDS,352,-9.0,-42.03,0.214,False,False,False,False,False,False,False,True,False,212.58,218.05,248.26,271.88,-54.4,-4.93,-5.3,False,6.36,BEAR,-8.17,223.74,243.65
MCD,353,-9.19,-25.84,0.3557,False,True,False,False,False,False,True,False,False,276.39,302.96,307.73,306.27,-18.5,0.23,-3.1,False,0.52,FRESH_BEAR,-1.82,298.66,304.21
GPN,354,-9.25,-28.09,0.3293,False,False,False,False,False,False,True,False,False,67.58,69.24,74.67,77.23,-24.2,-2.33,-5.9,False,0.37,BEAR,-3.68,69.96,72.63
AON,355,-9.3,-20.55,0.4526,False,False,False,False,False,False,True,False,False,317.22,321.06,334.82,341.89,-15.3,1.42,0.0,False,0.57,BEAR,-2.55,321.61,330.02
WY,356,-9.38,-24.57,0.3816,False,False,False,False,False,False,True,False,False,22.68,24.05,23.93,24.14,-15.6,-3.61,-5.7,False,-2.87,FRESH_BEAR,-0.75,24.07,24.25
AMP,357,-9.93,-28.18,0.3522,False,False,False,False,True,False,True,False,False,470.38,453.95,471.24,477.42,-13.2,1.04,-1.0,False,-0.35,BEAR,-1.36,461.99,468.36
CRH,358,-10.01,-32.3,0.3099,False,True,True,False,False,False,True,False,False,103.21,109.79,116.94,115.54,-21.2,-9.27,-10.2,False,-4.11,BEAR,-1.04,112.35,113.53
ROP,359,-10.3,-32.85,0.3134,False,False,False,False,False,False,False,False,False,320.9,350.94,397.57,427.33,-44.5,-6.53,-10.0,False,0.93,BEAR,-7.38,352.88,381.01
INCY,360,-10.38,-24.94,0.4162,False,True,True,False,False,True,True,False,False,95.31,95.39,98.48,94.85,-13.8,-3.3,-5.0,False,-2.38,BULL,0.71,96.62,95.94
BDX,361,-10.45,-29.35,0.3561,False,True,True,False,False,False,True,False,False,143.47,154.23,155.32,153.21,-22.1,-3.99,-6.4,False,-0.69,FRESH_BEAR,-0.84,153.77,155.07
ECL,362,-10.55,-28.06,0.3761,False,False,False,False,False,False,True,False,False,247.62,265.76,271.1,271.22,-19.5,-2.6,-6.0,False,-0.51,FRESH_BEAR,-1.29,265.56,269.03
PHM,363,-10.59,-30.4,0.3483,False,False,True,False,False,False,True,False,False,110.11,120.16,123.72,125.13,-22.6,-6.33,-8.3,False,-3.3,BEAR,-1.42,120.67,122.41
ABBV,364,-10.81,-24.6,0.4396,False,True,True,False,True,False,True,False,False,210.39,208.8,218.09,215.76,-11.9,4.39,-0.2,False,-0.18,BEAR,-1.23,209.49,212.09
BXP,365,-10.97,-36.11,0.3037,False,False,False,False,True,False,True,False,False,58.5,55.02,62.48,64.19,-23.4,-1.56,-2.2,True,-0.78,BEAR,-3.72,57.58,59.81
RJF,366,-10.97,-29.18,0.3761,False,False,False,False,True,False,True,False,False,154.11,149.59,157.47,159.64,-11.8,-0.14,-3.3,False,-0.94,BEAR,-1.27,152.68,154.64
VRTX,367,-11.17,-24.39,0.458,False,True,False,False,False,False,True,False,False,436.95,444.64,447.44,434.66,-12.5,1.66,-3.6,False,-2.99,FRESH_BEAR,-0.78,441.53,445.0
HBAN,368,-12.1,-30.69,0.3941,False,False,False,False,False,False,True,False,False,15.41,15.99,16.48,16.53,-19.2,-4.4,-7.4,False,-0.64,BEAR,-0.92,16.21,16.36
PLTR,369,-12.14,-38.59,0.3145,False,False,False,False,False,False,False,False,False,133.99,144.4,160.83,163.35,-35.3,-2.76,-8.2,False,0.19,BEAR,-3.87,143.31,149.09
F,370,-12.35,-34.33,0.3599,True,True,True,False,True,True,True,False,False,13.4,12.01,12.67,12.31,-7.5,10.14,-7.5,False,-7.46,FRESH_BULL,0.05,12.4,12.4
MLM,371,-12.74,-30.58,0.4165,False,True,True,False,False,False,True,False,False,558.66,599.06,624.28,621.2,-21.0,-5.37,-9.2,False,-2.88,BEAR,-1.27,605.25,613.02
PRU,372,-12.97,-31.04,0.4177,False,True,False,False,True,False,True,False,False,101.93,97.12,103.02,102.76,-13.0,1.11,-1.2,False,-1.23,BEAR,-1.49,99.41,100.91
MCO,373,-13.32,-35.14,0.3791,False,False,False,False,False,False,True,False,False,428.9,445.02,472.7,479.38,-20.3,-4.97,-6.2,False,-0.87,BEAR,-2.52,449.67,461.3
FSLR,374,-13.45,-40.57,0.3315,True,True,True,False,True,True,True,True,False,233.37,201.25,230.56,224.13,-18.0,6.1,-0.5,False,0.76,BEAR,-1.67,211.75,215.36
TKO,375,-13.92,-28.37,0.4907,False,True,True,False,False,False,True,False,False,190.07,192.38,196.61,194.34,-15.2,1.76,-1.3,False,-1.26,FRESH_BEAR,-0.62,192.83,194.03
MRSH,376,-14.45,-25.16,0.5744,False,False,False,False,False,False,False,False,False,161.05,171.07,178.47,183.89,-30.1,-1.35,-4.1,False,0.64,BEAR,-3.53,170.4,176.63
FISV,377,-14.62,-34.82,0.4199,False,False,False,False,False,False,False,False,False,55.33,58.24,67.93,84.39,-70.9,-0.27,-11.9,False,3.5,BEAR,-13.57,59.52,68.86
KKR,378,-14.79,-47.55,0.3109,False,False,False,False,True,False,False,False,False,96.97,95.74,111.1,117.98,-36.0,-5.41,-6.2,True,-2.61,BEAR,-5.71,99.86,105.91
MA,379,-15.06,-25.93,0.5809,False,False,False,False,False,False,True,False,False,494.2,502.53,532.18,543.58,-17.1,-0.26,-2.1,False,0.87,BEAR,-2.69,505.29,519.28
WAT,380,-15.55,-44.21,0.3518,False,True,True,False,True,False,True,False,False,329.22,313.52,349.86,337.09,-20.2,-7.3,-7.3,True,-1.2,BEAR,-2.28,325.41,333.01
BX,381,-15.67,-46.99,0.3335,False,False,False,False,True,False,False,False,False,117.89,116.68,133.79,142.29,-35.6,-4.75,-5.5,True,-3.73,BEAR,-5.18,121.21,127.82
LVS,382,-15.71,-28.43,0.5525,False,True,True,False,False,True,False,False,False,51.16,53.63,57.83,56.62,-25.6,-3.67,-4.9,False,1.01,BEAR,-1.78,53.92,54.89
AMCR,383,-15.82,-40.05,0.3949,False,False,False,False,False,False,False,False,False,36.69,39.9,41.83,41.93,-26.5,-8.11,-8.8,False,-4.92,BEAR,-2.86,40.19,41.37
BKNG,384,-16.21,-41.54,0.3902,False,False,False,False,False,False,False,False,False,154.13,172.71,189.25,196.61,-33.4,-7.11,-10.0,False,-0.23,BEAR,-4.99,172.79,181.85
LUV,385,-16.34,-47.1,0.3469,False,True,True,False,False,True,False,False,False,38.5,39.7,40.03,37.85,-29.4,-6.8,-7.2,False,-2.11,BULL,0.85,40.56,40.21
TRMB,386,-16.78,-37.44,0.4482,False,False,False,False,False,False,False,False,False,55.13,65.41,72.36,74.63,-35.3,-9.33,-19.5,False,-1.13,BEAR,-5.18,65.05,68.6
WYNN,387,-16.81,-32.68,0.5144,False,False,False,False,False,False,False,False,False,95.42,102.82,113.37,114.82,-28.1,-6.83,-11.3,False,-0.01,BEAR,-3.19,104.25,107.69
RCL,388,-16.82,-39.66,0.4242,False,False,False,False,False,False,False,False,False,260.29,271.95,283.28,293.77,-28.0,-5.43,-9.3,False,-1.92,BEAR,-2.19,275.36,281.53
SHW,389,-17.23,-32.9,0.5238,False,False,False,False,False,False,True,False,False,300.1,322.64,335.51,339.81,-19.7,-5.28,-7.3,False,-2.94,BEAR,-2.04,325.44,332.23
AXP,390,-17.36,-37.66,0.4611,False,True,True,False,True,False,True,False,False,313.48,311.01,340.36,334.89,-18.1,-0.81,-2.6,False,0.23,BEAR,-2.13,318.04,324.96
BBY,391,-17.46,-30.57,0.5711,False,False,False,False,False,False,False,False,False,56.28,61.73,67.63,68.41,-31.1,-5.25,-5.3,False,-0.71,BEAR,-4.19,61.77,64.47
IR,392,-17.61,-40.23,0.4376,False,True,False,False,False,False,False,False,False,70.35,81.18,82.89,82.14,-28.8,-7.13,-10.6,False,-2.05,FRESH_BEAR,-2.12,80.6,82.35
CBRE,393,-18.25,-42.33,0.4311,False,False,True,False,False,False,True,False,False,129.95,140.29,152.35,154.11,-24.3,-11.19,-11.4,False,-1.89,BEAR,-2.69,142.81,146.76
HII,394,-18.26,-42.6,0.4288,False,True,True,True,False,True,False,False,False,326.17,381.68,363.97,340.74,-28.1,3.13,-10.2,False,-3.2,BULL,1.1,368.68,364.67
CCL,395,-19.36,-45.87,0.422,False,False,False,False,False,False,False,False,False,24.64,26.14,28.04,28.57,-27.2,-6.6,-10.5,False,-2.22,BEAR,-2.26,26.88,27.51
CRL,396,-19.66,-50.26,0.3911,False,True,True,False,False,False,False,False,False,150.85,169.02,181.68,176.1,-33.5,-15.07,-18.6,False,-5.2,BEAR,-2.09,170.56,174.19
SOLV,397,-19.67,-41.58,0.4731,True,True,False,False,True,False,True,False,False,74.26,67.93,74.16,73.81,-13.8,1.2,-1.1,False,-0.21,BEAR,-2.09,70.48,71.98
LLY,398,-20.01,-36.61,0.5466,True,True,True,False,True,True,True,False,False,1004.92,940.17,980.41,919.96,-9.3,5.95,-1.1,False,-0.18,BULL,0.32,959.98,956.94
SCHW,399,-20.64,-31.18,0.662,False,True,False,False,False,False,True,False,False,90.88,92.6,95.14,94.89,-14.6,2.56,-1.3,False,1.61,BEAR,-1.23,92.27,93.42
SPGI,400,-20.95,-46.25,0.453,False,False,False,False,False,False,False,False,False,403.15,427.34,467.98,483.14,-28.1,-4.04,-6.0,False,-0.19,BEAR,-4.54,430.98,451.46
WSM,401,-21.14,-39.11,0.5405,False,False,True,False,False,False,True,False,False,168.64,184.0,190.77,192.08,-23.3,-7.39,-9.6,False,-2.89,BEAR,-1.48,185.0,187.77
RVTY,402,-21.67,-45.82,0.473,False,True,False,False,True,False,True,False,False,93.97,89.97,96.38,94.24,-20.1,-6.96,-7.0,True,-2.5,BEAR,-1.5,92.82,94.24
PAYX,403,-21.83,-37.86,0.5767,False,False,False,False,True,False,False,False,False,91.54,91.04,101.83,108.83,-40.4,-1.29,-1.6,True,3.05,BEAR,-6.25,92.62,98.8
ZTS,404,-22.03,-53.78,0.4097,False,False,False,False,False,False,False,False,False,74.22,111.71,121.64,128.07,-55.7,-10.39,-34.1,False,-1.67,BEAR,-8.22,107.44,117.06
HOOD,405,-22.64,-60.57,0.3737,False,False,False,False,True,False,False,True,False,77.14,76.47,101.03,105.25,-49.4,0.14,-4.5,False,-4.41,BEAR,-8.56,79.66,87.12
