ticker,rank,score,annualized_slope,r_squared,m1,m2,m3,m4,m5,m6,m7,m8,all_pass,close,sma50,sma150,sma200,dist_from_52w_high_pct,ret_5d,dist_from_10d_high,pullback
KLAC,50,65.84,112.41,0.5857,True,True,True,True,True,True,True,True,True,1892.94,1645.65,1413.38,1299.09,-2.2,7.36,0.0,False
TGT,51,65.26,81.31,0.8027,True,True,True,True,True,True,True,True,True,123.08,121.23,105.76,102.3,-5.9,-1.3,-4.6,True
CSX,52,63.1,86.05,0.7333,True,True,True,True,True,True,True,True,True,45.92,42.25,38.72,37.54,-0.6,3.28,0.0,False
BKR,53,60.99,97.59,0.6249,True,True,True,True,True,True,True,True,True,64.61,62.26,54.74,52.37,-7.0,1.7,-6.2,False
PSX,54,60.31,97.24,0.6202,True,True,True,True,True,True,True,True,True,171.51,170.83,149.68,143.9,-8.9,1.9,-4.9,False
CSCO,56,55.67,90.65,0.6141,True,True,True,True,True,True,True,True,True,115.53,84.98,78.66,75.76,0.0,25.36,0.0,False
CTVA,57,53.42,68.63,0.7784,True,True,True,True,True,True,True,True,True,83.3,80.99,72.46,71.91,-2.5,5.35,-0.7,False
OKE,59,50.53,77.33,0.6534,True,True,True,True,True,True,True,True,True,91.03,86.91,77.38,75.83,-2.0,6.01,0.0,False
LRCX,60,48.76,98.9,0.493,True,True,True,True,True,True,True,True,True,299.15,246.47,205.74,182.47,0.0,4.41,0.0,False
ADM,62,46.46,67.66,0.6866,True,True,True,True,True,True,True,True,True,81.41,72.15,65.29,63.78,-1.8,5.0,-1.8,False
STLD,63,46.35,102.89,0.4505,True,True,True,True,True,True,True,True,True,234.68,198.75,179.64,167.53,-3.0,0.76,-3.0,False
AVGO,66,43.75,100.59,0.435,True,True,True,True,True,True,True,True,True,439.79,367.39,353.85,345.21,0.0,6.6,0.0,False
WMB,68,41.97,69.95,0.6,True,True,True,True,True,True,True,True,True,77.69,73.18,66.02,64.08,0.0,6.5,0.0,False
HST,71,39.9,58.32,0.6842,True,True,True,True,True,True,True,True,True,21.54,20.07,18.48,17.88,-3.3,-0.6,-3.3,False
NUE,72,39.89,98.79,0.4038,True,True,True,True,True,True,True,True,True,232.85,191.34,171.8,163.82,-0.6,2.71,-0.6,False
AKAM,73,39.35,109.88,0.3581,True,True,True,True,True,True,True,True,True,155.67,110.61,95.83,90.93,-3.4,33.4,-3.4,False
SLB,77,35.69,63.88,0.5587,True,True,True,True,True,True,True,True,True,55.75,51.6,44.7,42.01,-2.1,5.19,-2.1,False
WAB,78,35.35,58.5,0.6043,True,True,True,True,True,True,True,True,True,269.43,255.95,232.4,222.37,-0.6,1.45,-0.4,False
WELL,86,31.57,51.42,0.614,True,True,True,True,True,True,True,True,True,217.75,206.86,195.41,188.19,-1.1,2.6,-1.1,False
HWM,93,28.27,63.41,0.4458,True,True,True,True,True,True,True,True,True,272.37,246.63,223.72,213.4,-0.4,-0.02,-0.4,False
JBHT,96,26.47,60.52,0.4373,True,True,True,True,True,True,True,True,True,254.66,226.05,202.99,187.09,0.0,5.34,0.0,False
VTR,98,25.71,45.43,0.566,True,True,True,True,True,True,True,True,True,89.96,84.97,79.81,76.63,-0.4,3.94,-0.4,False
KMI,99,25.35,55.87,0.4536,True,True,True,True,True,True,True,True,True,33.4,32.44,29.35,28.63,-1.1,5.96,0.0,False
STT,103,24.25,60.71,0.3994,True,True,True,True,True,True,True,True,True,153.76,136.89,127.63,123.44,-0.2,3.35,0.0,False
WST,105,23.53,68.86,0.3417,True,True,True,True,True,True,True,True,True,300.19,269.36,265.96,262.18,-7.9,-6.78,-7.9,True
CMI,106,22.4,60.29,0.3716,True,True,True,True,True,True,True,True,True,716.45,602.99,543.15,507.46,0.0,4.92,0.0,False
ALB,108,21.83,57.66,0.3786,True,True,True,True,True,True,True,True,True,191.1,182.52,153.45,134.93,-11.4,-3.66,-9.0,True
BK,113,18.51,43.17,0.4287,True,True,True,True,True,True,True,True,True,135.98,125.38,117.81,114.22,-1.0,4.05,0.0,False
SBUX,117,15.35,37.18,0.4128,True,True,True,True,True,True,True,True,True,106.4,98.38,91.43,89.98,-0.2,2.05,-0.2,False
VTRS,118,14.68,55.1,0.2664,True,True,True,True,True,True,True,True,True,17.26,14.43,12.88,12.1,-0.7,-0.75,-0.7,False
GL,120,13.86,29.36,0.4721,True,True,True,True,True,True,True,True,True,154.47,145.99,140.44,140.21,-0.3,1.33,-0.3,False
GWW,123,13.44,36.28,0.3705,True,True,True,True,True,True,True,True,True,1284.19,1131.08,1057.65,1037.35,0.0,4.27,0.0,False
NTRS,130,11.59,39.28,0.295,True,True,True,True,True,True,True,True,True,164.3,150.9,141.37,137.93,-4.3,2.67,-0.1,False
NVDA,133,10.88,40.14,0.2711,True,True,True,True,True,True,True,True,True,235.74,192.23,188.05,185.73,0.0,11.46,0.0,False
C,136,10.24,38.18,0.2681,True,True,True,True,True,True,True,True,True,124.82,119.35,111.96,107.81,-5.7,-3.31,-3.3,True
MCHP,140,9.67,63.45,0.1525,True,True,True,True,True,True,True,True,True,97.04,76.72,70.03,68.62,-5.7,-4.47,-5.7,True
PFG,146,7.66,27.13,0.2825,True,True,True,True,True,True,True,True,True,100.77,93.54,89.14,86.43,-0.8,0.74,-0.8,False
BEN,147,7.59,41.89,0.1812,True,True,True,True,True,True,True,True,True,32.35,26.4,24.71,24.43,0.0,6.0,0.0,False
AMZN,154,6.48,44.12,0.1469,True,True,True,True,True,True,True,True,True,267.22,235.8,230.31,229.25,-2.8,-1.46,-2.8,True
GOOGL,156,6.06,39.61,0.153,True,True,True,True,True,True,True,True,True,401.07,330.81,312.19,290.06,-0.4,0.77,-0.4,False
IBKR,160,4.58,31.57,0.1452,True,True,True,True,True,True,True,True,True,88.28,74.04,70.9,69.3,0.0,5.46,0.0,False
GOOG,161,4.48,34.96,0.128,True,True,True,True,True,True,True,True,True,397.17,328.93,311.94,290.03,-0.5,0.47,-0.5,False
SATS,171,2.88,24.32,0.1184,True,True,True,True,True,True,True,True,True,135.11,120.2,104.31,92.04,0.0,10.19,0.0,False
CVS,179,2.16,22.32,0.097,True,True,True,True,True,True,True,True,True,97.15,78.17,77.76,75.75,-1.0,11.21,-1.0,False
NXPI,194,1.12,28.34,0.0396,True,True,True,True,True,True,True,True,True,294.17,226.62,222.18,222.0,-3.9,1.36,-3.9,False
MS,207,0.37,11.91,0.0307,True,True,True,True,True,True,True,True,True,194.53,175.27,172.22,166.27,0.0,2.29,0.0,False
CNC,214,0.12,14.51,0.0082,True,True,True,True,True,True,True,True,True,58.7,41.55,40.49,38.02,-5.3,6.77,-1.0,False
ROK,225,0.0,0.92,0.0002,True,True,True,True,True,True,True,True,True,456.54,392.77,390.98,378.63,-0.6,1.78,-0.6,False
MNST,270,-0.7,-11.35,0.062,True,True,True,True,True,True,True,True,True,85.82,76.4,75.92,72.91,-1.0,12.97,-0.7,False
APA,13,335.74,417.64,0.8039,True,True,True,True,False,True,True,True,False,37.11,38.02,29.34,27.42,-15.8,2.4,-11.7,False
LYB,15,289.84,363.51,0.7973,True,True,True,True,False,True,True,True,False,73.27,73.46,56.03,54.58,-11.1,2.46,-5.8,False
CF,19,229.38,295.77,0.7756,True,True,True,True,False,True,True,True,False,122.97,123.86,98.08,95.09,-10.6,3.61,-5.7,False
OXY,32,135.64,195.96,0.6922,True,True,True,True,False,True,True,True,False,56.84,58.34,48.18,47.37,-14.2,5.38,-5.7,False
EOG,36,110.12,145.95,0.7545,True,True,True,True,False,True,True,True,False,135.99,136.11,117.58,116.84,-8.6,3.9,-4.0,False
DVN,40,94.39,135.19,0.6982,True,True,True,True,False,True,True,True,False,47.24,47.78,40.61,38.93,-9.3,4.26,-7.8,False
COP,44,80.46,120.01,0.6704,True,True,True,True,False,True,True,True,False,118.97,122.15,103.76,100.88,-10.4,4.33,-4.0,False
FFIV,46,75.96,98.29,0.7728,True,False,True,True,True,True,True,True,False,364.59,306.64,280.23,290.41,0.0,5.67,0.0,False
ROST,47,75.14,86.45,0.8691,True,True,True,True,False,True,True,True,False,213.27,218.87,191.88,180.67,-6.8,-4.99,-6.8,False
ETN,55,60.13,87.44,0.6877,True,True,True,True,True,False,True,False,False,408.1,385.42,362.52,361.72,-5.5,2.52,-3.8,False
GRMN,58,52.95,92.34,0.5734,True,False,True,True,False,False,True,True,False,234.43,245.0,224.42,226.99,-12.4,-3.09,-3.5,False
JCI,61,47.58,84.81,0.5611,True,True,True,True,True,True,True,False,False,145.03,137.62,125.98,121.13,-0.7,4.15,-0.0,False
APD,64,45.61,56.42,0.8084,True,False,True,True,True,True,True,False,False,299.87,292.33,269.14,271.92,-2.1,1.65,-2.1,False
BG,65,44.96,72.44,0.6207,True,True,True,True,False,True,True,False,False,123.16,124.34,108.64,101.69,-5.5,-0.48,-5.5,False
MRNA,67,42.38,109.66,0.3865,True,True,True,True,False,True,True,True,False,50.03,51.45,39.93,36.48,-13.4,3.07,-7.9,False
KIM,69,40.54,56.02,0.7237,True,True,True,True,False,False,True,True,False,23.18,23.18,21.57,21.46,-4.2,-1.49,-2.6,False
AEP,70,39.95,57.3,0.6971,True,True,True,True,False,True,True,True,False,128.6,131.66,122.75,119.24,-5.6,-1.69,-5.5,False
FDX,74,39.27,75.72,0.5186,True,True,True,True,True,True,True,False,False,379.98,369.4,320.4,297.14,-5.8,1.08,-3.5,False
TT,75,38.59,72.38,0.5331,True,True,True,True,True,False,True,False,False,481.67,451.63,428.46,425.9,-2.2,2.52,-1.3,False
LIN,76,38.22,52.07,0.734,True,False,True,True,True,True,True,True,False,511.65,496.75,458.17,461.2,-0.3,3.6,-0.3,False
MO,79,35.24,58.65,0.6008,True,False,True,True,True,True,True,True,False,72.41,66.91,62.17,62.27,-2.9,4.88,-2.9,False
EBAY,80,34.12,71.15,0.4796,True,False,True,True,True,True,True,True,False,113.24,98.21,90.82,91.14,0.0,6.41,0.0,False
NI,81,33.65,43.86,0.7671,True,True,True,True,True,False,True,True,False,47.42,46.95,44.21,43.46,-1.8,0.85,-1.6,False
NEE,82,33.63,50.16,0.6704,True,True,True,True,True,True,True,False,False,95.68,93.05,87.18,83.5,-2.2,2.53,-1.3,False
PNW,83,33.21,47.64,0.697,True,True,True,True,False,False,True,False,False,99.77,100.67,93.58,91.94,-3.6,0.24,-2.8,False
FRT,84,32.66,44.43,0.7351,True,True,True,True,True,False,True,True,False,113.82,108.73,102.33,100.41,-2.5,-1.6,-2.5,True
VRSN,85,32.38,71.81,0.4509,True,False,False,True,True,True,True,True,False,292.95,261.91,249.0,255.12,-3.3,5.2,-0.7,False
EIX,87,30.93,64.47,0.4798,True,True,True,True,False,True,True,True,False,70.73,70.75,63.42,60.75,-6.7,3.15,-0.8,False
LNT,88,30.33,41.03,0.7391,True,True,True,True,True,False,True,True,False,72.45,71.57,68.14,67.09,-2.2,1.06,-2.2,False
ODFL,89,30.3,65.63,0.4617,True,True,True,True,False,True,True,False,False,198.81,200.0,173.92,166.93,-11.4,0.38,-3.4,False
REG,90,29.55,43.91,0.673,True,True,True,True,False,False,True,False,False,76.92,77.71,72.89,72.14,-5.2,-1.21,-2.7,False
XOM,91,29.06,66.19,0.4391,True,True,True,True,False,True,True,False,False,152.78,154.82,135.14,128.68,-10.9,4.23,-1.4,False
ATO,92,28.82,44.28,0.6507,True,True,True,True,False,False,True,False,False,180.87,185.47,176.42,173.1,-5.9,-0.54,-4.1,False
CVX,94,28.12,60.72,0.4631,True,True,True,True,False,True,True,False,False,186.64,193.02,170.83,166.2,-11.6,2.27,-3.1,False
MGM,95,27.05,43.92,0.6159,True,False,True,True,False,False,True,False,False,36.81,37.49,35.49,35.6,-9.2,-3.41,-5.1,False
TPL,97,25.74,120.17,0.2142,True,True,True,True,False,True,False,False,False,388.5,460.89,379.51,361.04,-28.0,-2.65,-10.4,False
SBAC,100,24.9,65.15,0.3822,True,False,False,True,False,False,True,True,False,201.21,201.68,194.31,196.64,-14.5,-7.96,-8.0,False
FTNT,101,24.68,71.58,0.3447,True,True,False,True,True,True,True,True,False,121.86,86.92,83.35,83.19,0.0,12.86,0.0,False
VZ,102,24.4,66.81,0.3651,True,True,True,True,False,False,True,False,False,47.06,48.09,43.37,42.89,-7.0,-0.06,-2.2,False
EVRG,104,23.54,37.67,0.6249,True,True,True,True,True,True,True,False,False,82.73,81.89,77.83,76.21,-2.0,0.0,-0.8,False
ANET,107,22.09,72.16,0.3062,True,True,True,True,True,True,True,False,False,147.81,146.13,139.16,139.16,-16.8,4.28,-14.4,False
DTE,109,21.3,38.37,0.5553,True,True,True,True,False,False,True,False,False,143.8,146.16,138.56,137.75,-5.2,1.27,-3.4,False
CNP,110,21.22,38.54,0.5505,True,True,True,True,False,False,True,False,False,42.54,42.95,40.56,39.88,-3.6,0.71,-2.3,False
AEE,111,21.11,34.45,0.6129,True,True,True,True,False,False,True,False,False,109.6,110.71,105.39,103.9,-4.1,0.76,-3.5,False
LYV,112,18.57,39.25,0.473,True,False,True,True,True,True,True,True,False,169.99,158.18,149.71,152.62,-2.3,2.56,0.0,False
ALL,114,16.26,28.85,0.5635,True,True,True,True,True,False,True,True,False,216.45,211.43,205.68,205.06,-1.6,1.3,-1.6,False
UNP,115,16.22,41.53,0.3905,True,True,True,True,True,False,True,False,False,269.34,252.54,239.8,235.14,-0.7,1.68,0.0,False
MAR,116,16.01,38.81,0.4124,True,True,True,True,True,True,True,False,False,353.47,343.83,318.06,304.48,-6.7,0.4,-1.6,False
SRE,119,13.91,30.56,0.4552,True,True,True,True,False,False,True,False,False,92.86,94.58,91.33,89.05,-6.9,1.41,-1.9,False
PLD,121,13.73,30.6,0.4485,True,True,True,True,True,True,True,False,False,142.66,136.93,130.79,125.34,-1.7,0.26,-1.0,False
WMT,122,13.72,29.86,0.4596,True,True,True,True,True,True,True,False,False,132.46,126.19,117.72,113.4,-0.7,1.93,0.0,False
SPG,124,13.07,30.79,0.4245,True,True,True,True,True,True,True,False,False,202.8,195.44,187.14,183.33,-2.3,0.7,-1.4,False
SO,125,12.56,29.44,0.4268,True,False,True,True,False,False,True,False,False,93.68,95.39,91.8,91.83,-5.5,1.35,-3.1,False
DDOG,126,12.36,74.45,0.166,True,True,True,False,True,True,True,True,False,202.84,134.36,140.42,139.66,-1.2,7.48,-1.2,False
FTV,127,12.11,31.98,0.3788,True,True,True,True,True,False,True,False,False,58.92,58.08,55.25,53.48,-5.0,-3.25,-3.3,True
DUK,128,11.93,29.53,0.4041,True,True,True,True,False,False,True,False,False,124.31,128.95,123.67,122.89,-6.9,-0.45,-3.3,False
TSN,129,11.76,30.07,0.3912,True,True,True,True,True,True,True,False,False,66.66,63.82,59.62,58.25,-3.0,-1.88,-3.0,True
CMS,131,10.91,27.5,0.3968,True,True,True,True,False,False,True,False,False,73.26,75.93,73.13,72.48,-7.6,-0.18,-2.9,False
WEC,132,10.88,24.24,0.4489,True,True,True,True,False,False,True,False,False,111.64,115.14,111.51,110.59,-6.0,-1.01,-5.0,False
COST,134,10.5,21.7,0.4838,True,True,True,True,True,False,True,True,False,1041.25,998.97,952.42,951.33,-0.9,2.88,0.0,False
XEL,135,10.5,25.55,0.4109,True,True,True,True,False,False,True,False,False,80.03,80.15,78.3,76.95,-3.9,-0.5,-3.1,False
DE,137,10.21,40.56,0.2518,True,True,True,True,False,True,True,False,False,574.64,580.62,530.07,516.98,-13.0,-1.02,-2.9,False
NTAP,138,10.05,33.79,0.2973,True,False,True,False,True,False,True,True,False,119.93,105.0,106.8,108.47,-3.7,6.13,0.0,False
TRV,139,9.84,24.69,0.3983,True,True,True,True,False,False,True,False,False,298.29,299.38,288.96,284.26,-4.1,-0.22,-2.1,False
PPL,141,9.32,25.22,0.3694,False,True,True,True,False,False,True,False,False,35.78,38.01,36.52,36.3,-10.1,-2.69,-5.3,False
KO,142,9.32,26.83,0.3475,True,True,True,True,True,False,True,False,False,80.45,76.92,73.35,71.72,-0.7,2.58,0.0,False
EG,143,9.19,22.67,0.4055,True,False,True,True,True,False,True,False,False,347.99,335.81,330.03,332.21,-4.0,-1.06,-1.6,True
NFLX,144,8.79,43.42,0.2024,False,False,False,False,False,False,False,True,False,86.94,94.7,96.7,102.72,-35.1,-1.48,-5.6,False
HLT,145,8.04,25.22,0.3187,True,True,True,True,True,False,True,False,False,316.52,313.12,295.55,288.59,-7.7,-1.18,-1.6,True
PSA,148,7.54,27.92,0.2701,True,True,True,True,True,False,True,False,False,303.03,293.59,283.37,282.24,-2.9,-2.04,-2.7,True
EQT,149,7.27,35.49,0.2048,False,True,True,True,False,False,True,False,False,56.57,60.45,57.32,55.94,-16.5,0.62,-4.0,False
XYZ,150,7.25,48.64,0.149,True,False,False,False,True,True,True,True,False,71.53,65.65,65.22,67.94,-11.8,1.98,-4.4,False
ED,151,6.97,23.78,0.2931,True,True,True,True,False,False,True,False,False,107.13,110.0,103.7,102.11,-6.4,1.54,-2.2,False
CARR,152,6.58,33.66,0.1955,True,False,False,True,True,True,True,False,False,66.73,60.39,58.01,59.2,-16.4,-0.73,-1.7,False
KR,153,6.54,30.85,0.2118,False,False,False,True,False,False,True,False,False,66.79,69.93,66.55,66.87,-11.7,0.57,-1.4,False
UNH,155,6.43,50.77,0.1266,True,True,True,False,True,True,True,True,False,399.09,318.09,319.93,316.7,-0.5,7.94,-0.5,False
CB,157,5.49,19.4,0.2831,True,True,True,True,False,False,True,False,False,320.09,326.05,310.61,301.71,-6.3,-0.37,-1.9,False
HUBB,158,4.97,24.08,0.2063,True,True,True,True,False,False,True,False,False,482.03,505.47,476.37,464.43,-13.6,-2.23,-6.6,False
AAPL,159,4.79,22.31,0.2146,True,True,True,False,True,True,True,True,False,298.21,265.17,266.03,258.19,-0.2,3.84,-0.2,False
TDY,162,4.43,25.44,0.1743,True,True,True,True,True,True,True,False,False,638.56,636.78,587.47,579.57,-7.3,1.23,-0.9,False
D,163,4.14,16.16,0.2562,True,True,True,True,True,False,True,False,False,62.97,62.37,60.75,60.24,-4.3,2.21,-1.5,False
EXC,164,3.79,21.68,0.1748,False,True,True,True,False,False,True,False,False,44.4,47.55,45.93,45.33,-11.7,-0.02,-4.7,False
IEX,165,3.56,21.86,0.163,True,True,True,True,True,True,True,False,False,211.4,200.6,188.92,182.13,-3.1,-1.61,-3.1,True
DD,166,3.44,22.43,0.1534,True,True,True,True,True,True,True,False,False,50.6,46.47,42.99,40.08,-1.4,4.63,-1.1,False
SWKS,167,3.34,27.33,0.1224,True,False,False,False,True,False,True,True,False,67.06,59.19,62.6,65.13,-17.3,3.11,-7.6,False
O,168,3.13,17.15,0.1826,True,True,True,True,False,False,True,False,False,61.96,62.75,59.9,59.09,-7.5,0.28,-3.2,False
PFE,169,3.12,14.84,0.2102,True,True,True,True,False,False,True,False,False,25.75,26.57,25.41,24.95,-8.3,-1.15,-1.3,False
AME,170,2.92,17.69,0.1648,True,True,True,True,True,True,True,False,False,232.14,225.33,213.45,206.28,-3.8,-1.1,-3.8,True
CME,172,2.8,20.23,0.1387,True,True,True,True,True,False,True,False,False,297.7,297.14,281.62,276.53,-6.6,3.78,0.0,False
MSI,173,2.79,24.44,0.1141,False,False,True,True,False,False,True,False,False,399.33,440.91,417.28,427.85,-17.9,-7.82,-8.8,False
PCG,174,2.76,24.83,0.1113,True,True,True,True,False,True,True,False,False,16.81,17.32,16.56,16.17,-11.8,3.83,0.0,False
MDLZ,175,2.73,16.5,0.1657,True,False,False,False,True,False,True,False,False,60.97,58.12,57.25,58.18,-11.6,-0.55,-1.5,False
NSC,176,2.5,17.4,0.1435,True,True,True,True,True,True,True,False,False,317.64,298.6,293.45,290.02,-0.8,1.79,0.0,False
ABNB,177,2.41,18.73,0.1288,True,True,True,True,False,False,True,True,False,133.67,134.02,129.39,128.26,-7.3,-4.83,-5.6,False
CDNS,178,2.27,25.23,0.0901,True,False,True,False,True,True,True,True,False,352.84,308.32,312.9,322.93,-5.5,-1.14,-3.1,True
T,180,2.11,22.33,0.0947,False,False,False,True,False,False,True,False,False,24.65,26.81,25.66,26.13,-14.4,-2.41,-5.6,False
DOV,181,2.08,16.35,0.1274,True,True,True,True,False,True,True,False,False,214.36,215.36,202.81,195.44,-7.9,-2.96,-5.6,False
ESS,182,2.06,12.49,0.165,True,False,False,False,True,False,True,False,False,268.53,252.96,252.63,253.38,-5.4,0.43,-1.3,False
AFL,183,2.03,11.36,0.179,True,True,True,True,True,False,True,False,False,116.39,111.72,110.63,109.38,-0.4,2.46,0.0,False
EQR,184,1.68,13.05,0.1289,True,False,False,True,True,False,True,False,False,65.02,61.68,60.95,61.32,-5.1,-1.28,-1.9,True
INVH,185,1.6,15.33,0.1046,True,False,False,False,True,False,True,True,False,28.48,26.38,26.71,27.29,-13.7,-1.69,-1.7,True
TPR,186,1.51,19.57,0.0774,False,True,True,True,False,True,True,False,False,130.24,143.7,131.24,125.13,-18.6,-0.21,-12.5,False
DGX,187,1.48,14.88,0.0992,False,True,True,True,False,False,True,False,False,187.94,195.36,188.61,185.98,-10.9,-1.52,-2.5,False
HAS,188,1.48,15.59,0.0946,True,True,True,True,True,True,True,False,False,95.65,93.53,87.37,84.59,-9.1,-1.79,-2.2,True
BIIB,189,1.3,13.88,0.0936,True,True,True,True,True,True,True,False,False,191.37,185.29,176.73,167.39,-6.4,-0.01,-6.4,False
L,190,1.23,10.02,0.1229,False,True,True,True,False,False,True,False,False,105.2,108.23,105.93,103.58,-6.6,0.76,-5.8,False
BMY,191,1.21,12.2,0.0992,True,True,True,True,False,True,True,False,False,56.77,58.37,53.79,51.51,-8.0,0.92,-2.5,False
JNJ,192,1.15,14.35,0.0802,True,True,True,True,False,True,True,False,False,230.8,234.77,218.47,207.55,-7.1,3.73,0.0,False
SNA,193,1.13,9.17,0.1236,True,True,True,True,False,False,True,False,False,366.37,372.31,358.71,350.44,-6.2,-1.16,-5.2,False
FE,195,1.08,13.85,0.078,False,True,True,True,False,False,True,False,False,44.5,48.79,46.74,45.7,-13.4,-1.48,-4.2,False
