ticker,rank,score,annualized_slope,r_squared,m1,m2,m3,m4,m5,m6,m7,m8,all_pass,close,sma50,sma150,sma200,dist_from_52w_high_pct,ret_5d,dist_from_10d_high,pullback
TMUS,244,-0.03,-4.31,0.0063,False,False,False,False,False,False,False,False,False,185.22,200.74,203.84,213.01,-27.5,-4.34,-4.7,False
EA,245,-0.03,-1.29,0.024,False,True,True,False,False,True,True,False,False,200.64,201.75,201.85,195.26,-1.9,0.1,-0.6,False
BF-B,246,-0.03,-5.09,0.005,False,False,False,False,True,False,True,False,False,26.38,26.33,27.27,27.5,-24.5,-4.7,-4.7,True
RL,247,-0.03,-3.57,0.0075,False,True,True,True,False,False,True,False,False,326.81,353.77,351.22,339.11,-16.1,-8.83,-12.2,False
CEG,248,-0.04,-5.45,0.0069,False,False,False,False,False,False,False,False,False,267.2,297.42,324.08,325.31,-33.7,-12.0,-17.2,False
ES,249,-0.04,-3.43,0.0107,False,True,True,True,False,False,True,False,False,67.17,69.48,69.26,68.11,-10.9,0.99,-3.3,False
TROW,250,-0.05,-5.7,0.0083,True,False,True,False,True,False,True,True,False,102.01,94.88,98.19,99.18,-5.0,-3.15,-3.9,True
SNPS,252,-0.06,-7.78,0.0082,True,False,False,False,True,True,True,True,False,502.42,447.22,449.9,474.47,-22.1,-2.72,-2.7,True
USB,253,-0.06,-4.64,0.0123,True,True,True,True,False,False,True,False,False,53.12,53.83,52.33,50.82,-11.6,-4.34,-5.4,False
JPM,254,-0.07,-4.26,0.0153,False,True,True,False,False,False,True,False,False,297.81,299.68,304.86,302.93,-10.5,-1.42,-5.4,False
HON,255,-0.08,-5.71,0.0142,False,True,False,True,False,False,True,False,False,213.24,224.47,213.61,210.14,-14.0,0.06,-2.7,False
PNC,256,-0.15,-6.62,0.023,True,True,True,True,False,False,True,False,False,212.84,212.95,206.56,203.3,-11.5,-1.85,-4.3,False
CL,257,-0.2,-8.05,0.0243,True,True,False,True,True,False,True,False,False,88.13,85.89,83.57,82.96,-10.6,0.66,-0.8,False
AMGN,258,-0.21,-7.67,0.0274,False,True,True,True,False,False,True,False,False,326.31,347.94,337.64,323.81,-15.9,-1.62,-3.0,False
MAS,259,-0.26,-10.96,0.0241,False,False,True,False,False,False,True,False,False,65.14,65.29,66.18,67.44,-15.9,-9.2,-9.5,False
EW,260,-0.28,-6.15,0.0456,False,True,True,False,False,False,True,True,False,81.38,81.56,82.26,81.23,-6.7,1.78,-2.3,False
PM,261,-0.38,-10.05,0.0375,True,True,True,True,True,True,True,False,False,189.61,166.66,163.46,162.58,-1.2,10.89,-1.2,False
NRG,262,-0.4,-11.95,0.0336,False,True,False,False,False,False,False,False,False,127.81,152.02,158.72,158.14,-30.3,-7.46,-18.8,False
MTB,263,-0.43,-8.95,0.0476,True,True,True,True,False,False,True,False,False,204.9,210.3,204.74,201.43,-13.3,-3.41,-5.8,False
AES,264,-0.43,-10.21,0.0424,True,True,True,False,True,True,True,False,False,14.47,14.17,14.2,13.85,-15.2,0.98,0.0,False
FITB,266,-0.48,-10.97,0.0433,True,True,True,True,False,True,True,False,False,47.35,47.71,46.85,45.9,-13.3,-4.01,-6.9,False
ITW,267,-0.55,-10.73,0.0512,False,True,True,True,False,False,True,False,False,247.68,262.95,259.09,258.41,-16.8,-2.78,-4.9,False
STZ,268,-0.55,-9.12,0.0604,False,False,False,True,False,False,False,False,False,142.35,151.97,146.19,146.7,-25.3,-3.95,-6.5,False
BAC,269,-0.57,-10.45,0.055,False,True,True,False,False,False,True,False,False,49.77,50.53,52.04,51.24,-12.6,-3.0,-7.1,False
COIN,270,-0.64,-19.59,0.0326,False,False,False,False,True,True,False,True,False,195.43,191.73,230.67,254.42,-53.4,-2.85,-9.8,True
TFC,271,-0.74,-12.35,0.0596,False,True,True,True,False,False,True,False,False,46.96,47.44,47.36,46.42,-14.1,-4.38,-6.6,False
CPAY,272,-0.8,-12.87,0.062,True,False,False,True,True,False,True,False,False,328.23,311.36,308.12,308.29,-7.9,-4.58,-4.6,True
SYF,273,-0.83,-14.41,0.0573,False,True,True,False,True,False,True,False,False,71.38,70.73,74.14,73.65,-18.7,-2.41,-5.0,True
NEM,274,-1.1,-15.64,0.0704,True,True,True,True,False,True,True,False,False,109.06,111.74,105.59,98.09,-17.2,-6.39,-9.6,False
ZBH,275,-1.12,-14.24,0.0786,False,False,False,False,False,False,True,False,False,83.7,89.13,91.74,93.86,-21.7,1.66,0.0,False
PG,276,-1.17,-12.72,0.0921,False,False,False,False,False,False,True,False,False,141.57,145.22,146.83,148.08,-14.7,-3.31,-4.3,False
PH,277,-1.21,-12.84,0.0944,False,True,True,True,False,True,True,False,False,862.72,920.98,894.59,856.62,-15.5,-1.83,-4.2,False
UDR,278,-1.22,-11.33,0.1082,True,False,False,False,True,False,True,False,False,36.92,35.27,35.48,35.77,-8.8,0.03,-1.7,False
HSY,279,-1.25,-18.01,0.0694,False,True,True,True,False,False,True,False,False,186.98,201.27,195.03,192.07,-20.9,0.56,-4.4,False
LH,280,-1.25,-11.0,0.1138,False,False,True,False,False,False,True,False,False,250.4,264.44,266.04,267.76,-13.5,-1.46,-3.0,False
LII,281,-1.4,-16.08,0.0872,False,False,False,False,True,False,True,False,False,499.99,492.06,502.69,517.0,-24.2,-4.08,-7.6,True
RF,282,-1.42,-14.19,0.0999,False,True,True,True,False,True,True,False,False,26.66,26.95,26.72,26.45,-13.0,-3.51,-5.5,False
PCAR,283,-1.42,-12.89,0.1097,False,True,True,True,False,False,True,False,False,110.32,118.2,113.01,108.91,-14.5,-3.19,-5.0,False
META,284,-1.58,-16.42,0.0961,False,False,False,False,False,False,True,False,False,614.23,621.8,646.08,672.6,-22.1,0.75,-0.7,False
TXT,285,-1.7,-13.06,0.1304,False,True,True,True,False,False,True,False,False,88.77,90.65,89.01,87.12,-11.9,-2.46,-4.6,False
KHC,286,-1.74,-12.42,0.1401,False,False,False,False,True,False,True,False,False,22.92,22.61,23.47,24.04,-17.0,-4.34,-4.3,True
PYPL,287,-1.76,-23.82,0.074,False,False,False,False,False,False,False,True,False,44.41,46.77,54.02,57.63,-42.9,-2.12,-11.9,False
BLK,288,-1.82,-16.45,0.1108,True,False,False,False,True,False,True,False,False,1081.9,1011.47,1057.02,1072.56,-9.1,-0.27,-2.0,False
DECK,289,-1.82,-18.55,0.098,False,False,False,False,False,False,False,False,False,93.56,102.63,100.94,103.1,-27.4,-6.83,-10.0,False
TTWO,290,-1.95,-20.95,0.0932,True,False,False,False,True,False,True,True,False,242.44,210.02,228.51,231.59,-7.6,9.98,0.0,False
PKG,291,-2.0,-14.84,0.1348,True,True,True,True,False,False,True,False,False,212.08,213.73,211.89,210.24,-13.4,-5.57,-6.5,False
NDAQ,292,-2.01,-18.35,0.1098,True,False,False,False,True,False,True,True,False,91.06,87.38,89.3,90.0,-9.5,2.42,-0.3,False
KMB,293,-2.09,-13.63,0.1532,False,False,False,False,False,False,False,False,False,95.91,98.05,102.16,107.77,-30.4,-2.44,-3.7,False
ORLY,294,-2.14,-11.89,0.1804,False,False,False,False,False,False,True,False,False,88.49,92.32,94.86,97.08,-17.9,-4.81,-6.9,False
AZO,295,-2.15,-14.56,0.1476,False,False,False,False,False,False,True,False,False,3321.15,3490.03,3625.57,3753.53,-23.7,-5.01,-6.6,False
CHRW,296,-2.2,-17.75,0.1238,False,True,True,True,False,True,True,False,False,163.59,172.38,166.0,156.0,-18.2,-4.55,-4.6,False
RSG,297,-2.26,-13.36,0.1694,False,False,False,False,False,False,True,False,False,208.32,213.63,214.54,218.0,-18.4,4.15,-0.2,False
CDW,298,-2.4,-22.15,0.1082,False,False,False,False,False,False,False,False,False,102.07,122.89,133.04,140.35,-45.1,-2.6,-25.4,False
SMCI,299,-2.45,-30.41,0.0804,False,False,False,False,True,True,False,False,False,31.04,27.78,33.21,36.65,-48.9,-12.24,-12.2,True
EXPE,300,-2.64,-26.96,0.098,False,True,True,False,False,True,False,False,False,217.73,239.24,246.32,237.27,-27.6,-5.33,-13.9,False
APO,301,-2.7,-26.83,0.1007,True,False,False,False,True,True,True,True,False,135.38,117.36,126.86,129.03,-12.2,1.64,-0.1,False
VST,302,-2.72,-18.17,0.1496,False,False,False,False,False,False,False,False,False,139.68,156.23,166.99,175.33,-35.7,-5.44,-13.2,False
PSKY,303,-2.73,-25.73,0.1063,False,False,False,False,False,False,False,False,False,9.89,10.35,12.47,13.28,-49.4,-10.82,-11.1,False
MCK,304,-3.0,-23.31,0.1286,False,True,True,True,False,False,True,False,False,760.57,851.01,850.49,814.08,-23.6,3.33,-5.9,False
PPG,305,-3.07,-22.81,0.1347,False,True,False,False,False,False,True,False,False,102.64,105.98,106.14,106.08,-21.0,-5.75,-7.4,False
APH,306,-3.07,-22.57,0.1362,False,True,True,False,False,True,True,False,False,125.0,135.94,137.95,132.16,-24.7,-2.37,-11.4,False
DHI,307,-3.16,-20.84,0.1516,False,False,True,False,False,False,False,False,False,135.39,144.24,149.39,153.3,-25.8,-8.29,-9.0,False
FOXA,308,-3.17,-26.1,0.1213,True,True,True,False,True,False,True,True,False,64.85,61.39,64.23,62.86,-14.4,3.03,-4.2,False
V,309,-3.25,-15.24,0.213,False,False,False,False,True,False,True,False,False,325.75,311.26,325.94,329.81,-12.1,2.4,-0.2,False
IVZ,310,-3.49,-22.83,0.1531,True,True,True,False,True,True,True,False,False,27.12,24.85,25.25,24.34,-7.1,-1.7,-4.4,True
LMT,311,-3.95,-27.83,0.142,False,True,True,True,False,False,True,False,False,516.01,586.06,547.65,524.56,-23.7,1.88,-1.0,False
LHX,312,-3.95,-21.22,0.1861,False,True,True,True,False,True,True,False,False,303.39,340.15,321.03,310.44,-19.6,1.25,-2.0,False
CPT,313,-4.01,-15.72,0.2547,False,False,False,False,True,False,True,False,False,102.59,101.54,103.39,103.63,-10.7,-1.14,-2.6,True
BA,314,-4.18,-24.02,0.1739,True,False,True,False,True,False,True,False,False,220.49,217.93,218.14,219.67,-12.6,-7.11,-8.4,True
TEL,315,-4.2,-23.03,0.1825,False,True,True,False,False,True,True,False,False,205.11,212.46,224.14,220.44,-17.4,-0.53,-5.1,False
FOX,316,-4.36,-27.93,0.1562,True,True,True,False,True,False,True,True,False,57.87,55.29,57.72,56.61,-14.1,2.24,-5.4,False
WRB,317,-4.69,-14.89,0.315,False,False,False,False,False,False,True,False,False,66.45,66.63,69.63,70.1,-13.8,1.17,-0.2,False
SW,318,-5.07,-26.8,0.189,False,False,False,False,False,False,False,False,False,37.48,40.32,40.3,41.13,-27.7,-9.8,-10.5,False
HSIC,319,-5.11,-18.65,0.2738,False,True,True,True,False,False,True,False,False,72.72,74.62,74.3,72.61,-12.8,2.68,-2.2,False
VMC,320,-5.27,-23.81,0.2211,False,False,True,False,False,False,True,False,False,267.83,280.34,291.74,291.87,-18.8,-5.6,-9.4,False
BRK-B,321,-5.41,-13.1,0.4128,False,True,False,False,True,False,True,False,False,482.7,479.16,490.15,489.85,-6.1,1.42,-0.6,False
UPS,322,-5.58,-25.0,0.2231,False,True,True,True,False,False,True,False,False,98.93,100.73,100.27,95.89,-16.4,-1.84,-1.8,False
MAA,323,-5.66,-17.37,0.326,False,False,False,False,True,False,True,False,False,125.71,125.64,129.24,130.93,-19.4,-2.78,-3.6,True
DRI,325,-5.78,-17.5,0.3304,True,False,False,True,False,False,True,False,False,195.89,197.29,192.61,193.72,-10.6,-0.17,-1.6,False
CVNA,326,-5.86,-41.14,0.1424,False,True,True,False,False,False,False,False,False,67.17,69.32,74.2,73.96,-29.8,-13.82,-16.0,False
PGR,327,-5.9,-14.27,0.4137,False,False,False,False,False,False,False,False,False,199.73,200.86,206.26,212.27,-26.3,2.95,0.0,False
EMR,328,-5.97,-23.87,0.2501,False,True,False,False,False,False,True,False,False,133.05,137.09,138.35,136.78,-17.4,-5.85,-10.1,False
MSFT,329,-6.01,-27.72,0.2167,False,False,False,False,True,False,True,False,False,421.92,399.06,445.37,461.91,-21.8,1.64,0.0,False
ICE,330,-6.05,-19.15,0.3157,False,False,False,False,False,False,True,False,False,154.36,158.9,159.08,162.65,-17.3,-0.94,-2.2,False
SJM,331,-6.16,-25.42,0.2424,False,False,False,False,True,False,True,False,False,100.54,98.13,101.44,102.81,-13.3,1.3,-0.3,False
APP,332,-6.16,-40.7,0.1515,False,False,True,False,True,True,False,True,False,501.0,448.06,531.44,531.6,-31.7,6.93,0.0,False
CMCSA,333,-6.23,-25.7,0.2424,False,False,False,False,False,False,True,False,False,24.76,28.13,27.7,28.15,-24.1,-2.52,-8.5,False
SYY,334,-6.47,-29.33,0.2205,False,False,False,False,False,False,True,False,False,72.57,76.54,77.38,77.83,-19.8,0.18,-1.0,False
ZBRA,335,-6.53,-30.16,0.2166,False,False,False,False,True,True,True,False,False,259.35,220.24,244.15,261.5,-24.0,14.74,0.0,False
UBER,336,-6.58,-24.47,0.2687,False,False,False,False,True,False,True,True,False,75.09,74.22,81.08,84.46,-25.0,-0.48,-5.2,False
GD,337,-6.59,-17.87,0.3686,False,True,True,False,False,False,True,False,False,334.5,342.51,343.98,337.99,-8.5,-3.47,-4.2,False
CHTR,338,-6.62,-42.33,0.1564,False,False,False,False,False,False,False,False,False,140.33,202.57,212.55,226.11,-67.2,-9.38,-15.1,False
ADSK,339,-6.77,-25.63,0.2644,False,False,False,False,False,False,False,True,False,236.62,241.17,267.31,277.45,-27.6,-3.22,-5.7,False
REGN,340,-6.85,-18.32,0.3741,False,True,True,True,False,True,True,False,False,698.25,742.36,730.16,690.5,-13.9,-2.33,-3.5,False
CAH,341,-6.91,-23.94,0.2884,False,True,True,True,False,True,True,False,False,195.2,206.05,203.19,190.15,-14.9,6.29,-0.9,False
EXE,342,-6.93,-23.02,0.3012,False,True,False,False,False,False,True,False,False,96.69,102.0,106.19,104.2,-20.9,0.78,-4.0,False
WBD,343,-7.23,-14.19,0.5093,True,True,True,True,False,True,True,False,False,26.98,27.3,26.29,23.44,-10.0,-0.48,-1.0,False
HCA,344,-7.4,-29.61,0.2498,False,True,True,False,False,False,True,False,False,423.0,475.61,479.96,460.3,-22.3,-2.8,-2.8,False
GE,345,-7.65,-26.48,0.2889,False,True,True,False,False,False,True,False,False,281.53,296.5,304.76,299.03,-18.5,-5.26,-7.9,False
SWK,346,-7.83,-32.59,0.2404,True,True,True,False,True,False,True,False,False,75.14,73.52,74.52,73.92,-17.4,-7.31,-7.3,True
GM,347,-7.91,-22.83,0.3466,False,True,True,True,False,True,True,False,False,74.86,76.07,75.97,71.26,-13.1,-5.0,-5.0,False
DIS,348,-8.03,-24.45,0.3283,False,False,False,False,True,False,True,False,False,102.72,101.08,106.41,108.49,-16.6,-4.91,-5.5,True
NOC,349,-8.36,-35.99,0.2323,False,True,True,True,False,False,False,False,False,540.69,649.39,629.14,617.87,-29.6,-1.61,-4.6,False
RTX,350,-8.36,-26.29,0.318,False,True,True,True,False,True,True,False,False,171.18,190.73,186.26,179.11,-19.3,-2.79,-4.3,False
TSLA,351,-8.42,-29.87,0.282,True,True,True,False,True,True,True,False,False,422.24,386.78,418.78,407.4,-13.8,-1.43,-5.2,True
FDS,352,-9.0,-42.03,0.214,False,False,False,False,False,False,False,True,False,212.58,218.05,248.26,271.88,-54.4,-4.93,-5.3,False
MCD,353,-9.19,-25.84,0.3557,False,True,False,False,False,False,True,False,False,276.39,302.96,307.73,306.27,-18.5,0.23,-3.1,False
GPN,354,-9.25,-28.09,0.3293,False,False,False,False,False,False,True,False,False,67.58,69.24,74.67,77.23,-24.2,-2.33,-5.9,False
AON,355,-9.3,-20.55,0.4526,False,False,False,False,False,False,True,False,False,317.22,321.06,334.82,341.89,-15.3,1.42,0.0,False
WY,356,-9.38,-24.57,0.3816,False,False,False,False,False,False,True,False,False,22.68,24.05,23.93,24.14,-15.6,-3.61,-5.7,False
AMP,357,-9.93,-28.18,0.3522,False,False,False,False,True,False,True,False,False,470.38,453.95,471.24,477.42,-13.2,1.04,-1.0,False
CRH,358,-10.01,-32.3,0.3099,False,True,True,False,False,False,True,False,False,103.21,109.79,116.94,115.54,-21.2,-9.27,-10.2,False
ROP,359,-10.3,-32.85,0.3134,False,False,False,False,False,False,False,False,False,320.9,350.94,397.57,427.33,-44.5,-6.53,-10.0,False
INCY,360,-10.38,-24.94,0.4162,False,True,True,False,False,True,True,False,False,95.31,95.39,98.48,94.85,-13.8,-3.3,-5.0,False
BDX,361,-10.45,-29.35,0.3561,False,True,True,False,False,False,True,False,False,143.47,154.23,155.32,153.21,-22.1,-3.99,-6.4,False
ECL,362,-10.55,-28.06,0.3761,False,False,False,False,False,False,True,False,False,247.62,265.76,271.1,271.22,-19.5,-2.6,-6.0,False
PHM,363,-10.59,-30.4,0.3483,False,False,True,False,False,False,True,False,False,110.11,120.16,123.72,125.13,-22.6,-6.33,-8.3,False
ABBV,364,-10.81,-24.6,0.4396,False,True,True,False,True,False,True,False,False,210.39,208.8,218.09,215.76,-11.9,4.39,-0.2,False
BXP,365,-10.97,-36.11,0.3037,False,False,False,False,True,False,True,False,False,58.5,55.02,62.48,64.19,-23.4,-1.56,-2.2,True
RJF,366,-10.97,-29.18,0.3761,False,False,False,False,True,False,True,False,False,154.11,149.59,157.47,159.64,-11.8,-0.14,-3.3,False
VRTX,367,-11.17,-24.39,0.458,False,True,False,False,False,False,True,False,False,436.95,444.64,447.44,434.66,-12.5,1.66,-3.6,False
HBAN,368,-12.1,-30.69,0.3941,False,False,False,False,False,False,True,False,False,15.41,15.99,16.48,16.53,-19.2,-4.4,-7.4,False
PLTR,369,-12.14,-38.59,0.3145,False,False,False,False,False,False,False,False,False,133.99,144.4,160.83,163.35,-35.3,-2.76,-8.2,False
F,370,-12.35,-34.33,0.3599,True,True,True,False,True,True,True,False,False,13.4,12.01,12.67,12.31,-7.5,10.14,-7.5,False
MLM,371,-12.74,-30.58,0.4165,False,True,True,False,False,False,True,False,False,558.66,599.06,624.28,621.2,-21.0,-5.37,-9.2,False
PRU,372,-12.97,-31.04,0.4177,False,True,False,False,True,False,True,False,False,101.93,97.12,103.02,102.76,-13.0,1.11,-1.2,False
MCO,373,-13.32,-35.14,0.3791,False,False,False,False,False,False,True,False,False,428.9,445.02,472.7,479.38,-20.3,-4.97,-6.2,False
FSLR,374,-13.45,-40.57,0.3315,True,True,True,False,True,True,True,True,False,233.37,201.25,230.56,224.13,-18.0,6.1,-0.5,False
TKO,375,-13.92,-28.37,0.4907,False,True,True,False,False,False,True,False,False,190.07,192.38,196.61,194.34,-15.2,1.76,-1.3,False
MRSH,376,-14.45,-25.16,0.5744,False,False,False,False,False,False,False,False,False,161.05,171.07,178.47,183.89,-30.1,-1.35,-4.1,False
FISV,377,-14.62,-34.82,0.4199,False,False,False,False,False,False,False,False,False,55.33,58.24,67.93,84.39,-70.9,-0.27,-11.9,False
KKR,378,-14.79,-47.55,0.3109,False,False,False,False,True,False,False,False,False,96.97,95.74,111.1,117.98,-36.0,-5.41,-6.2,True
MA,379,-15.06,-25.93,0.5809,False,False,False,False,False,False,True,False,False,494.2,502.53,532.18,543.58,-17.1,-0.26,-2.1,False
WAT,380,-15.55,-44.21,0.3518,False,True,True,False,True,False,True,False,False,329.22,313.52,349.86,337.09,-20.2,-7.3,-7.3,True
BX,381,-15.67,-46.99,0.3335,False,False,False,False,True,False,False,False,False,117.89,116.68,133.79,142.29,-35.6,-4.75,-5.5,True
LVS,382,-15.71,-28.43,0.5525,False,True,True,False,False,True,False,False,False,51.16,53.63,57.83,56.62,-25.6,-3.67,-4.9,False
AMCR,383,-15.82,-40.05,0.3949,False,False,False,False,False,False,False,False,False,36.69,39.9,41.83,41.93,-26.5,-8.11,-8.8,False
BKNG,384,-16.21,-41.54,0.3902,False,False,False,False,False,False,False,False,False,154.13,172.71,189.25,196.61,-33.4,-7.11,-10.0,False
LUV,385,-16.34,-47.1,0.3469,False,True,True,False,False,True,False,False,False,38.5,39.7,40.03,37.85,-29.4,-6.8,-7.2,False
TRMB,386,-16.78,-37.44,0.4482,False,False,False,False,False,False,False,False,False,55.13,65.41,72.36,74.63,-35.3,-9.33,-19.5,False
WYNN,387,-16.81,-32.68,0.5144,False,False,False,False,False,False,False,False,False,95.42,102.82,113.37,114.82,-28.1,-6.83,-11.3,False
RCL,388,-16.82,-39.66,0.4242,False,False,False,False,False,False,False,False,False,260.29,271.95,283.28,293.77,-28.0,-5.43,-9.3,False
SHW,389,-17.23,-32.9,0.5238,False,False,False,False,False,False,True,False,False,300.1,322.64,335.51,339.81,-19.7,-5.28,-7.3,False
AXP,390,-17.36,-37.66,0.4611,False,True,True,False,True,False,True,False,False,313.48,311.01,340.36,334.89,-18.1,-0.81,-2.6,False
BBY,391,-17.46,-30.57,0.5711,False,False,False,False,False,False,False,False,False,56.28,61.73,67.63,68.41,-31.1,-5.25,-5.3,False
IR,392,-17.61,-40.23,0.4376,False,True,False,False,False,False,False,False,False,70.35,81.18,82.89,82.14,-28.8,-7.13,-10.6,False
CBRE,393,-18.25,-42.33,0.4311,False,False,True,False,False,False,True,False,False,129.95,140.29,152.35,154.11,-24.3,-11.19,-11.4,False
HII,394,-18.26,-42.6,0.4288,False,True,True,True,False,True,False,False,False,326.17,381.68,363.97,340.74,-28.1,3.13,-10.2,False
CCL,395,-19.36,-45.87,0.422,False,False,False,False,False,False,False,False,False,24.64,26.14,28.04,28.57,-27.2,-6.6,-10.5,False
CRL,396,-19.66,-50.26,0.3911,False,True,True,False,False,False,False,False,False,150.85,169.02,181.68,176.1,-33.5,-15.07,-18.6,False
SOLV,397,-19.67,-41.58,0.4731,True,True,False,False,True,False,True,False,False,74.26,67.93,74.16,73.81,-13.8,1.2,-1.1,False
LLY,398,-20.01,-36.61,0.5466,True,True,True,False,True,True,True,False,False,1004.92,940.17,980.41,919.96,-9.3,5.95,-1.1,False
SCHW,399,-20.64,-31.18,0.662,False,True,False,False,False,False,True,False,False,90.88,92.6,95.14,94.89,-14.6,2.56,-1.3,False
SPGI,400,-20.95,-46.25,0.453,False,False,False,False,False,False,False,False,False,403.15,427.34,467.98,483.14,-28.1,-4.04,-6.0,False
WSM,401,-21.14,-39.11,0.5405,False,False,True,False,False,False,True,False,False,168.64,184.0,190.77,192.08,-23.3,-7.39,-9.6,False
RVTY,402,-21.67,-45.82,0.473,False,True,False,False,True,False,True,False,False,93.97,89.97,96.38,94.24,-20.1,-6.96,-7.0,True
PAYX,403,-21.83,-37.86,0.5767,False,False,False,False,True,False,False,False,False,91.54,91.04,101.83,108.83,-40.4,-1.29,-1.6,True
ZTS,404,-22.03,-53.78,0.4097,False,False,False,False,False,False,False,False,False,74.22,111.71,121.64,128.07,-55.7,-10.39,-34.1,False
HOOD,405,-22.64,-60.57,0.3737,False,False,False,False,True,False,False,True,False,77.14,76.47,101.03,105.25,-49.4,0.14,-4.5,False
CLX,406,-22.84,-47.84,0.4773,False,False,False,False,False,False,False,False,False,90.45,100.32,105.71,108.8,-30.6,-1.86,-1.9,False
MMM,407,-22.89,-37.12,0.6166,False,True,False,False,False,False,True,False,False,146.22,147.08,157.99,156.78,-15.9,2.04,-0.6,False
J,408,-23.52,-37.23,0.6319,False,False,False,False,False,False,False,False,False,110.51,126.64,136.99,139.51,-32.5,-6.69,-19.1,False
WFC,409,-23.6,-39.93,0.591,False,True,False,False,False,False,True,False,False,73.42,78.87,84.56,83.25,-23.0,-2.93,-8.2,False
BAX,410,-23.71,-46.1,0.5142,False,False,False,False,False,False,False,False,False,17.3,17.38,19.07,20.15,-45.0,-3.84,-3.8,False
CTAS,411,-25.23,-39.56,0.6377,False,False,False,False,False,False,False,False,False,168.31,176.89,185.47,191.15,-25.6,0.8,-1.0,False
MTD,412,-25.39,-45.03,0.564,False,True,True,False,False,False,False,False,False,1031.64,1242.64,1350.46,1331.82,-31.5,-8.25,-22.3,False
MOS,413,-25.55,-46.41,0.5506,False,False,False,False,False,False,False,False,False,21.76,24.93,25.93,27.67,-41.0,-1.94,-7.6,False
TYL,414,-25.86,-52.94,0.4884,False,False,False,False,False,False,False,True,False,311.89,336.36,401.67,438.94,-49.0,-3.91,-5.8,False
ARES,415,-26.41,-62.33,0.4238,False,False,False,False,True,False,False,False,False,123.41,111.88,136.33,145.26,-34.3,-2.25,-4.0,True
DASH,416,-27.5,-54.0,0.5092,False,False,False,False,False,False,False,False,False,159.2,164.76,197.98,213.02,-43.5,-2.89,-7.7,False
UAL,417,-27.53,-49.02,0.5617,False,True,True,False,False,False,True,False,False,92.85,93.35,101.4,101.0,-21.0,-6.76,-7.2,False
COF,418,-27.62,-48.5,0.5695,False,False,False,False,False,False,False,False,False,187.17,188.57,210.47,212.13,-27.2,-1.22,-3.2,False
VLTO,419,-27.74,-37.07,0.7483,False,False,False,False,False,False,True,False,False,84.83,88.82,95.61,98.27,-22.4,-2.31,-4.4,False
VRSK,420,-28.03,-50.04,0.5601,False,False,False,False,False,False,False,False,False,162.55,183.55,204.22,217.73,-49.0,-5.42,-9.9,False
AJG,421,-28.12,-45.52,0.6178,False,False,False,False,False,False,False,False,False,199.95,212.4,237.1,251.94,-42.1,0.54,-3.4,False
HRL,422,-28.4,-41.83,0.6789,False,False,False,False,False,False,False,False,False,19.74,21.54,22.63,23.3,-34.3,-3.42,-5.7,False
SYK,423,-28.67,-44.69,0.6417,False,False,False,False,False,False,True,False,False,306.76,327.07,351.39,358.02,-23.4,7.46,0.0,False
AVY,424,-28.77,-41.18,0.6987,False,True,False,False,False,False,True,False,False,156.21,167.72,175.6,173.14,-20.5,-4.46,-6.3,False
TAP,425,-28.88,-43.66,0.6614,False,False,False,False,False,False,False,False,False,40.84,43.07,45.58,46.04,-25.4,-3.7,-5.3,False
GDDY,426,-29.3,-51.22,0.572,False,False,False,False,True,False,False,False,False,87.18,84.77,105.67,115.34,-54.2,-4.22,-4.2,True
LOW,427,-29.43,-44.88,0.6557,False,False,True,False,False,False,True,False,False,218.42,236.71,246.18,247.25,-23.6,-4.7,-6.4,False
ROL,428,-29.6,-41.64,0.7108,False,True,False,False,False,False,True,False,False,53.42,54.4,57.87,57.58,-18.0,-0.42,-1.4,False
AOS,429,-30.47,-50.09,0.6083,False,False,False,False,False,False,False,False,False,56.01,63.78,67.6,68.45,-30.0,-4.42,-8.3,False
ADP,430,-30.73,-49.17,0.6251,False,False,False,False,True,False,False,False,False,214.48,206.08,234.94,249.31,-32.7,0.69,0.0,False
TDG,431,-31.83,-44.79,0.7105,False,False,False,False,False,False,True,False,False,1148.97,1199.96,1287.95,1293.74,-24.2,-5.44,-7.5,False
CAG,432,-31.96,-56.13,0.5695,False,False,False,False,False,False,False,False,False,13.43,14.84,16.39,16.73,-36.8,-4.95,-6.5,False
COR,433,-32.6,-52.42,0.6219,False,True,False,False,False,False,False,False,False,257.71,313.19,336.86,326.44,-31.1,-1.29,-15.8,False
A,434,-33.06,-48.47,0.6821,False,True,False,False,False,False,False,False,False,111.7,114.85,130.79,129.0,-28.7,-3.39,-5.9,False
WTW,435,-33.15,-46.45,0.7137,False,False,False,False,False,False,False,False,False,248.38,281.11,306.16,312.41,-28.6,-3.11,-4.5,False
INTU,436,-33.39,-64.14,0.5206,False,False,False,False,False,False,False,False,False,393.0,411.3,526.7,566.86,-51.0,-0.84,-3.4,False
DXCM,437,-33.64,-45.39,0.7413,False,False,False,False,False,False,False,False,False,61.63,63.23,65.94,68.16,-31.2,1.68,0.0,False
HD,438,-33.65,-45.33,0.7423,False,False,False,False,False,False,False,False,False,297.51,330.65,353.9,364.51,-28.8,-6.28,-7.9,False
GEN,439,-33.7,-56.32,0.5984,False,False,False,False,True,True,False,False,False,23.45,20.15,23.76,25.12,-26.1,3.4,0.0,False
